periodname,organisationunitname,105-EP01c. Malaria Confirmed (B/s and RDT Positive),outlier
2023-07-01,Gulu Police Health Centre III,328.0,False
2023-08-01,Gulu Police Health Centre III,252.0,False
2023-09-01,Gulu Police Health Centre III,149.0,False
2023-10-01,Gulu Police Health Centre III,178.0,False
2023-11-01,Gulu Police Health Centre III,238.0,False
2023-12-01,Gulu Police Health Centre III,199.0,False
2024-01-01,Gulu Police Health Centre III,220.0,False
2024-02-01,Gulu Police Health Centre III,217.54545454545453,False
2023-03-01,Gulu Prisons Health Centre III,211.8,False
2023-04-01,Gulu Prisons Health Centre III,83.0,False
2023-05-01,Gulu Prisons Health Centre III,248.0,False
2023-06-01,Gulu Prisons Health Centre III,304.0,False
2023-07-01,Gulu Prisons Health Centre III,210.0,False
2023-08-01,Gulu Prisons Health Centre III,184.0,False
2023-09-01,Gulu Prisons Health Centre III,188.0,False
2023-10-01,Gulu Prisons Health Centre III,21.0,True
2023-11-01,Gulu Prisons Health Centre III,252.0,False
2023-12-01,Gulu Prisons Health Centre III,176.0,False
2024-01-01,Gulu Prisons Health Centre III,452.0,True
2024-02-01,Gulu Prisons Health Centre III,211.8,False
2023-03-01,Gulu Regional Referral Hospital,94.0,True
2023-04-01,Gulu Regional Referral Hospital,149.0,False
2023-05-01,Gulu Regional Referral Hospital,385.0,True
2023-06-01,Gulu Regional Referral Hospital,274.0,False
2023-07-01,Gulu Regional Referral Hospital,299.0,False
2023-08-01,Gulu Regional Referral Hospital,238.0,False
2023-09-01,Gulu Regional Referral Hospital,240.0,False
2023-10-01,Gulu Regional Referral Hospital,275.0,False
2023-11-01,Gulu Regional Referral Hospital,268.0,False
2023-12-01,Gulu Regional Referral Hospital,255.0,False
2024-01-01,Gulu Regional Referral Hospital,247.7,False
2024-02-01,Gulu Regional Referral Hospital,247.7,False
2023-03-01,Gulu University Health Centre II,52.0,True
2023-04-01,Gulu University Health Centre II,139.0,False
2023-05-01,Gulu University Health Centre II,226.0,False
2023-06-01,Gulu University Health Centre II,242.0,False
2023-07-01,Gulu University Health Centre II,143.0,False
2023-08-01,Gulu University Health Centre II,224.0,False
2023-09-01,Gulu University Health Centre II,333.0,False
2023-10-01,Gulu University Health Centre II,339.0,True
2023-11-01,Gulu University Health Centre II,296.0,False
2023-12-01,Gulu University Health Centre II,186.0,False
2024-01-01,Gulu University Health Centre II,226.0,False
2024-02-01,Gulu University Health Centre II,218.72727272727272,False
2023-03-01,Gulu Women Prisons Health Centre II,1.0,True
2023-04-01,Gulu Women Prisons Health Centre II,2.0,False
2023-05-01,Gulu Women Prisons Health Centre II,12.0,False
2023-06-01,Gulu Women Prisons Health Centre II,7.6,False
2023-07-01,Gulu Women Prisons Health Centre II,2.0,False
2023-08-01,Gulu Women Prisons Health Centre II,12.0,False
2023-09-01,Gulu Women Prisons Health Centre II,11.0,False
2023-10-01,Gulu Women Prisons Health Centre II,17.0,True
2023-11-01,Gulu Women Prisons Health Centre II,4.0,False
2023-12-01,Gulu Women Prisons Health Centre II,11.0,False
2024-01-01,Gulu Women Prisons Health Centre II,4.0,False
2024-02-01,Gulu Women Prisons Health Centre II,7.6,False
2023-03-01,Guruguru Health Centre II,133.0,False
2023-04-01,Guruguru Health Centre II,244.0909090909091,False
2023-05-01,Guruguru Health Centre II,180.0,False
2023-06-01,Guruguru Health Centre II,424.0,False
2023-07-01,Guruguru Health Centre II,585.0,True
2023-08-01,Guruguru Health Centre II,151.0,False
2023-09-01,Guruguru Health Centre II,51.0,False
2023-10-01,Guruguru Health Centre II,217.0,False
2023-11-01,Guruguru Health Centre II,486.0,False
2023-12-01,Guruguru Health Centre II,362.0,False
2024-01-01,Guruguru Health Centre II,76.0,False
2024-02-01,Guruguru Health Centre II,20.0,True
2023-03-01,Gweng-Coo Health Centre II,247.0,False
2023-04-01,Gweng-Coo Health Centre II,468.0,False
2023-05-01,Gweng-Coo Health Centre II,527.0,False
2023-06-01,Gweng-Coo Health Centre II,582.0,False
2023-07-01,Gweng-Coo Health Centre II,562.0,False
2023-08-01,Gweng-Coo Health Centre II,651.0,True
2023-09-01,Gweng-Coo Health Centre II,423.0,False
2023-10-01,Gweng-Coo Health Centre II,575.0,False
2023-11-01,Gweng-Coo Health Centre II,479.0,False
2023-12-01,Gweng-Coo Health Centre II,436.0,False
2024-01-01,Gweng-Coo Health Centre II,218.0,True
2024-02-01,Gweng-Coo Health Centre II,469.8181818181818,False
2023-03-01,Gwengdiya Health Centre II,252.0,False
2023-04-01,Gwengdiya Health Centre II,264.0,False
2023-05-01,Gwengdiya Health Centre II,523.0,False
2023-06-01,Gwengdiya Health Centre II,492.0,False
2023-07-01,Gwengdiya Health Centre II,340.0,False
2023-08-01,Gwengdiya Health Centre II,358.0,False
2023-09-01,Gwengdiya Health Centre II,427.0,False
2023-10-01,Gwengdiya Health Centre II,441.0,False
2023-11-01,Gwengdiya Health Centre II,591.0,True
2023-12-01,Gwengdiya Health Centre II,428.0,False
2024-01-01,Gwengdiya Health Centre II,321.0,False
2024-02-01,Gwengdiya Health Centre II,154.0,True
2023-03-01,Healing Hand Medical Centre,60.0,True
2023-04-01,Healing Hand Medical Centre,99.0,False
2023-05-01,Healing Hand Medical Centre,161.0,False
2023-06-01,Healing Hand Medical Centre,191.0,False
2023-07-01,Healing Hand Medical Centre,187.0,False
2023-08-01,Healing Hand Medical Centre,154.0,False
2023-09-01,Healing Hand Medical Centre,189.0,False
2023-10-01,Healing Hand Medical Centre,152.72727272727272,False
2023-11-01,Healing Hand Medical Centre,109.0,False
2023-12-01,Healing Hand Medical Centre,211.0,False
2024-01-01,Healing Hand Medical Centre,211.0,False
2024-02-01,Healing Hand Medical Centre,108.0,False
2023-03-01,International Medical Centre,43.0,True
2023-04-01,International Medical Centre,91.0,False
2023-05-01,International Medical Centre,191.0,False
2023-06-01,International Medical Centre,131.0,False
2023-07-01,International Medical Centre,59.0,False
2023-08-01,International Medical Centre,234.0,False
2023-09-01,International Medical Centre,228.0,False
2023-10-01,International Medical Centre,67.0,False
2023-11-01,International Medical Centre,112.0,False
2023-12-01,International Medical Centre,304.0,True
2024-01-01,International Medical Centre,169.0,False
2024-02-01,International Medical Centre,148.0909090909091,False
2023-03-01,Irene Gleeson Foundation Health Centre II,61.0,False
2023-04-01,Irene Gleeson Foundation Health Centre II,107.0,False
2023-05-01,Irene Gleeson Foundation Health Centre II,93.0,False
2023-06-01,Irene Gleeson Foundation Health Centre II,126.0,True
2023-07-01,Irene Gleeson Foundation Health Centre II,32.0,False
2023-08-01,Irene Gleeson Foundation Health Centre II,24.0,False
2023-09-01,Irene Gleeson Foundation Health Centre II,36.0,False
2023-10-01,Irene Gleeson Foundation Health Centre II,101.0,False
2023-11-01,Irene Gleeson Foundation Health Centre II,61.0,False
2023-12-01,Irene Gleeson Foundation Health Centre II,34.0,False
2024-01-01,Irene Gleeson Foundation Health Centre II,18.0,True
2024-02-01,Irene Gleeson Foundation Health Centre II,30.0,False
2023-03-01,Jafo Medical Centre Clinic,42.0,False
2023-04-01,Jafo Medical Centre Clinic,42.0,False
2023-05-01,Jafo Medical Centre Clinic,50.0,False
2023-06-01,Jafo Medical Centre Clinic,38.0,False
2023-07-01,Jafo Medical Centre Clinic,34.0,True
2023-08-01,Jafo Medical Centre Clinic,54.0,False
2023-09-01,Jafo Medical Centre Clinic,70.0,True
2023-10-01,Jafo Medical Centre Clinic,47.0,False
2023-11-01,Jafo Medical Centre Clinic,45.0,False
2023-12-01,Jafo Medical Centre Clinic,43.0,False
2024-01-01,Jafo Medical Centre Clinic,40.0,False
2024-02-01,Jafo Medical Centre Clinic,45.90909090909091,False
2023-03-01,Jengari Health Centre II,284.0,False
2023-04-01,Jengari Health Centre II,188.0,False
2023-05-01,Jengari Health Centre II,186.0,False
2023-06-01,Jengari Health Centre II,643.0,True
2023-07-01,Jengari Health Centre II,524.0,False
2023-08-01,Jengari Health Centre II,450.0,False
2023-09-01,Jengari Health Centre II,259.0,False
2023-10-01,Jengari Health Centre II,180.0,False
2023-11-01,Jengari Health Centre II,206.0,False
2023-12-01,Jengari Health Centre II,76.0,True
2024-01-01,Jengari Health Centre II,84.0,False
2024-02-01,Jengari Health Centre II,280.0,False
2023-03-01,Kabala Health Centre II,192.0,False
2023-04-01,Kabala Health Centre II,94.0,True
2023-05-01,Kabala Health Centre II,231.0,False
2023-06-01,Kabala Health Centre II,291.0,False
2023-07-01,Kabala Health Centre II,503.0,False
2023-08-01,Kabala Health Centre II,815.0,True
2023-09-01,Kabala Health Centre II,466.0,False
2023-10-01,Kabala Health Centre II,445.0,False
2023-11-01,Kabala Health Centre II,320.0,False
2023-12-01,Kabala Health Centre II,328.0,False
2024-01-01,Kabala Health Centre II,341.0,False
2024-02-01,Kabala Health Centre II,366.0,False
2023-03-01,Kal Alii Health Centre II,175.0,False
2023-04-01,Kal Alii Health Centre II,170.0,True
2023-05-01,Kal Alii Health Centre II,469.0,False
2023-06-01,Kal Alii Health Centre II,530.0,True
2023-07-01,Kal Alii Health Centre II,444.0,False
2023-08-01,Kal Alii Health Centre II,361.0,False
2023-09-01,Kal Alii Health Centre II,478.0,False
2023-10-01,Kal Alii Health Centre II,418.0,False
2023-11-01,Kal Alii Health Centre II,445.0,False
2023-12-01,Kal Alii Health Centre II,369.0,False
2024-01-01,Kal Alii Health Centre II,291.0,False
2024-02-01,Kal Alii Health Centre II,377.27272727272725,False
2023-03-01,Kaladima Health Centre III,551.0,False
2023-04-01,Kaladima Health Centre III,462.0,False
2023-05-01,Kaladima Health Centre III,216.0,True
2023-06-01,Kaladima Health Centre III,751.0,False
2023-07-01,Kaladima Health Centre III,1293.0,True
2023-08-01,Kaladima Health Centre III,789.0,False
2023-09-01,Kaladima Health Centre III,689.0,False
2023-10-01,Kaladima Health Centre III,853.0,False
2023-11-01,Kaladima Health Centre III,814.0,False
2023-12-01,Kaladima Health Centre III,504.0,False
2024-01-01,Kaladima Health Centre III,610.0,False
2024-02-01,Kaladima Health Centre III,684.7272727272727,False
2023-03-01,Kaladima Prisons Clinic,26.0,False
2023-04-01,Kaladima Prisons Clinic,55.0,False
2023-05-01,Kaladima Prisons Clinic,65.625,False
2023-06-01,Kaladima Prisons Clinic,65.625,False
2023-07-01,Kaladima Prisons Clinic,16.0,True
2023-08-01,Kaladima Prisons Clinic,31.0,False
2023-09-01,Kaladima Prisons Clinic,65.625,False
2023-10-01,Kaladima Prisons Clinic,60.0,False
2023-11-01,Kaladima Prisons Clinic,111.0,False
2023-12-01,Kaladima Prisons Clinic,141.0,True
2024-01-01,Kaladima Prisons Clinic,85.0,False
2024-02-01,Kaladima Prisons Clinic,65.625,False
2023-03-01,Kapeta Health Centre II,146.0,False
2023-04-01,Kapeta Health Centre II,111.0,False
2023-05-01,Kapeta Health Centre II,408.0,False
2023-06-01,Kapeta Health Centre II,598.0,True
2023-07-01,Kapeta Health Centre II,267.0,False
2023-08-01,Kapeta Health Centre II,3.0,True
2023-09-01,Kapeta Health Centre II,101.0,False
2023-10-01,Kapeta Health Centre II,357.0,False
2023-11-01,Kapeta Health Centre II,254.0,False
2023-12-01,Kapeta Health Centre II,110.0,False
2024-01-01,Kapeta Health Centre II,104.0,False
2024-02-01,Kapeta Health Centre II,223.54545454545453,False
2023-03-01,Karin Medical Health Centre III,66.0,False
2023-04-01,Karin Medical Health Centre III,73.0,False
2023-05-01,Karin Medical Health Centre III,59.0,True
2023-06-01,Karin Medical Health Centre III,85.0,False
2023-07-01,Karin Medical Health Centre III,78.0,False
2023-08-01,Karin Medical Health Centre III,68.0,False
2023-09-01,Karin Medical Health Centre III,71.0,False
2023-10-01,Karin Medical Health Centre III,78.0,False
2023-11-01,Karin Medical Health Centre III,89.0,False
2023-12-01,Karin Medical Health Centre III,149.0,True
2024-01-01,Karin Medical Health Centre III,79.0,False
2024-02-01,Karin Medical Health Centre III,81.36363636363636,False
2023-03-01,Katum Health Centre III,202.0,False
2023-04-01,Katum Health Centre III,142.0,False
2023-05-01,Katum Health Centre III,528.0,False
2023-06-01,Katum Health Centre III,610.0,False
2023-07-01,Katum Health Centre III,490.0,False
2023-08-01,Katum Health Centre III,32.0,True
2023-09-01,Katum Health Centre III,550.0,False
2023-10-01,Katum Health Centre III,251.0,False
2023-11-01,Katum Health Centre III,532.0,False
2023-12-01,Katum Health Centre III,668.0,True
2024-01-01,Katum Health Centre III,493.0,False
2024-02-01,Katum Health Centre III,408.90909090909093,False
2023-03-01,Keyo Health Centre II,160.0,False
2023-04-01,Keyo Health Centre II,213.0,False
2023-05-01,Keyo Health Centre II,155.0,False
2023-06-01,Keyo Health Centre II,106.0,True
2023-07-01,Keyo Health Centre II,220.0,False
2023-08-01,Keyo Health Centre II,241.7,False
2023-09-01,Keyo Health Centre II,441.0,True
2023-10-01,Keyo Health Centre II,264.0,False
2023-11-01,Keyo Health Centre II,314.0,False
2023-12-01,Keyo Health Centre II,312.0,False
2024-01-01,Keyo Health Centre II,232.0,False
2024-02-01,Keyo Health Centre II,241.7,False
2023-03-01,Keyo Medical Health Centre II,9.0,True
2023-04-01,Keyo Medical Health Centre II,12.0,False
2023-05-01,Keyo Medical Health Centre II,22.75,False
2023-06-01,Keyo Medical Health Centre II,53.0,True
2023-07-01,Keyo Medical Health Centre II,22.75,False
2023-08-01,Keyo Medical Health Centre II,22.75,False
2023-09-01,Keyo Medical Health Centre II,22.75,False
2023-10-01,Keyo Medical Health Centre II,17.0,False
2023-11-01,Keyo Medical Health Centre II,22.75,False
2023-12-01,Keyo Medical Health Centre II,22.75,False
2024-01-01,Keyo Medical Health Centre II,22.75,False
2024-02-01,Keyo Medical Health Centre II,22.75,False
2023-03-01,Kibar Health Centre III,173.0,False
2023-04-01,Kibar Health Centre III,151.0,False
2023-05-01,Kibar Health Centre III,226.0,False
2023-06-01,Kibar Health Centre III,341.0,False
2023-07-01,Kibar Health Centre III,239.0,False
2023-08-01,Kibar Health Centre III,316.0,False
2023-09-01,Kibar Health Centre III,53.0,True
2023-10-01,Kibar Health Centre III,179.0,False
2023-11-01,Kibar Health Centre III,485.0,True
2023-12-01,Kibar Health Centre III,481.0,False
2024-01-01,Kibar Health Centre III,151.0,False
2024-02-01,Kibar Health Centre III,254.0909090909091,False
2023-03-01,Kilak Health Centre III,298.0,False
2023-04-01,Kilak Health Centre III,260.0,True
2023-05-01,Kilak Health Centre III,539.0,False
2023-06-01,Kilak Health Centre III,688.0,False
2023-07-01,Kilak Health Centre III,653.0,False
2023-08-01,Kilak Health Centre III,717.0,True
2023-09-01,Kilak Health Centre III,553.0,False
2023-10-01,Kilak Health Centre III,596.0,False
2023-11-01,Kilak Health Centre III,656.0,False
2023-12-01,Kilak Health Centre III,444.0,False
2024-01-01,Kilak Health Centre III,339.0,False
2024-02-01,Kilak Health Centre III,522.0909090909091,False
2023-03-01,Kitgum General Hospital,260.0,True
2023-04-01,Kitgum General Hospital,671.0,False
2023-05-01,Kitgum General Hospital,587.0,False
2023-06-01,Kitgum General Hospital,586.0,False
2023-07-01,Kitgum General Hospital,688.0,False
2023-08-01,Kitgum General Hospital,609.0,False
2023-09-01,Kitgum General Hospital,873.0,False
2023-10-01,Kitgum General Hospital,581.0,False
2023-11-01,Kitgum General Hospital,707.0,False
2023-12-01,Kitgum General Hospital,690.0,False
2024-01-01,Kitgum General Hospital,942.0,True
2024-02-01,Kitgum General Hospital,654.0,False
2023-03-01,Kitgum Maternity and Medical Centre,230.625,False
2023-04-01,Kitgum Maternity and Medical Centre,388.0,False
2023-05-01,Kitgum Maternity and Medical Centre,330.0,False
2023-06-01,Kitgum Maternity and Medical Centre,470.0,True
2023-07-01,Kitgum Maternity and Medical Centre,330.0,False
2023-08-01,Kitgum Maternity and Medical Centre,230.625,False
2023-09-01,Kitgum Maternity and Medical Centre,230.625,False
2023-10-01,Kitgum Maternity and Medical Centre,112.0,False
2023-11-01,Kitgum Maternity and Medical Centre,45.0,True
2023-12-01,Kitgum Maternity and Medical Centre,107.0,False
2024-01-01,Kitgum Maternity and Medical Centre,63.0,False
2024-02-01,Kitgum Maternity and Medical Centre,230.625,False
2023-03-01,Kitgum Police Health Centre II,136.0,False
2023-04-01,Kitgum Police Health Centre II,127.0,False
2023-05-01,Kitgum Police Health Centre II,52.0,False
2023-06-01,Kitgum Police Health Centre II,498.0,True
2023-07-01,Kitgum Police Health Centre II,162.0,False
2023-08-01,Kitgum Police Health Centre II,95.0,False
2023-09-01,Kitgum Police Health Centre II,49.0,True
2023-10-01,Kitgum Police Health Centre II,220.0,False
2023-11-01,Kitgum Police Health Centre II,174.0,False
2023-12-01,Kitgum Police Health Centre II,207.0,False
2024-01-01,Kitgum Police Health Centre II,190.0,False
2024-02-01,Kitgum Police Health Centre II,173.63636363636363,False
2023-03-01,Kitgum Prisons Health Centre II,30.0,False
2023-04-01,Kitgum Prisons Health Centre II,56.0,False
2023-05-01,Kitgum Prisons Health Centre II,83.0,False
2023-06-01,Kitgum Prisons Health Centre II,110.0,True
2023-07-01,Kitgum Prisons Health Centre II,69.0,False
2023-08-01,Kitgum Prisons Health Centre II,40.0,False
2023-09-01,Kitgum Prisons Health Centre II,34.0,False
2023-10-01,Kitgum Prisons Health Centre II,53.0,False
2023-11-01,Kitgum Prisons Health Centre II,30.0,False
2023-12-01,Kitgum Prisons Health Centre II,41.0,False
2024-01-01,Kitgum Prisons Health Centre II,33.0,False
2024-02-01,Kitgum Prisons Health Centre II,52.63636363636363,False
2023-03-01,Kitgum Youth Centre Clinic,32.0,False
2023-04-01,Kitgum Youth Centre Clinic,38.0,False
2023-05-01,Kitgum Youth Centre Clinic,73.0,True
2023-06-01,Kitgum Youth Centre Clinic,62.0,False
2023-07-01,Kitgum Youth Centre Clinic,44.0,False
2023-08-01,Kitgum Youth Centre Clinic,65.0,False
2023-09-01,Kitgum Youth Centre Clinic,44.0,False
2023-10-01,Kitgum Youth Centre Clinic,65.0,False
2023-11-01,Kitgum Youth Centre Clinic,33.0,False
2023-12-01,Kitgum Youth Centre Clinic,31.0,True
2024-01-01,Kitgum Youth Centre Clinic,50.0,False
2024-02-01,Kitgum Youth Centre Clinic,48.81818181818182,False
2023-03-01,Kitgum-Matidi Health Centre III,258.0,False
2023-04-01,Kitgum-Matidi Health Centre III,201.0,True
2023-05-01,Kitgum-Matidi Health Centre III,663.0,False
2023-06-01,Kitgum-Matidi Health Centre III,714.0,False
2023-07-01,Kitgum-Matidi Health Centre III,726.0,False
2023-08-01,Kitgum-Matidi Health Centre III,899.0,False
2023-09-01,Kitgum-Matidi Health Centre III,929.0,True
2023-10-01,Kitgum-Matidi Health Centre III,750.0,False
2023-11-01,Kitgum-Matidi Health Centre III,575.0,False
2023-12-01,Kitgum-Matidi Health Centre III,561.0,False
2024-01-01,Kitgum-Matidi Health Centre III,591.0,False
2024-02-01,Kitgum-Matidi Health Centre III,255.0,False
2023-03-01,Koch Goma Health Centre III,363.0,True
2023-04-01,Koch Goma Health Centre III,448.0,False
2023-05-01,Koch Goma Health Centre III,1348.0,True
2023-06-01,Koch Goma Health Centre III,783.0,False
2023-07-01,Koch Goma Health Centre III,660.0,False
2023-08-01,Koch Goma Health Centre III,519.0,False
2023-09-01,Koch Goma Health Centre III,650.0,False
2023-10-01,Koch Goma Health Centre III,1029.0,False
2023-11-01,Koch Goma Health Centre III,807.0,False
2023-12-01,Koch Goma Health Centre III,626.0,False
2024-01-01,Koch Goma Health Centre III,440.0,False
2024-02-01,Koch Goma Health Centre III,697.5454545454545,False
2023-03-01,Koch Lii Health Centre III,276.0,True
2023-04-01,Koch Lii Health Centre III,575.0,False
2023-05-01,Koch Lii Health Centre III,911.0,True
2023-06-01,Koch Lii Health Centre III,893.0,False
2023-07-01,Koch Lii Health Centre III,565.0,False
2023-08-01,Koch Lii Health Centre III,595.0,False
2023-09-01,Koch Lii Health Centre III,345.0,False
2023-10-01,Koch Lii Health Centre III,675.0,False
2023-11-01,Koch Lii Health Centre III,886.0,False
2023-12-01,Koch Lii Health Centre III,557.0,False
2024-01-01,Koch Lii Health Centre III,568.0,False
2024-02-01,Koch Lii Health Centre III,622.3636363636364,False
2023-03-01,Kokil Health Centre II,185.0,False
2023-04-01,Kokil Health Centre II,131.0,False
2023-05-01,Kokil Health Centre II,624.0,False
2023-06-01,Kokil Health Centre II,823.0,False
2023-07-01,Kokil Health Centre II,620.0,False
2023-08-01,Kokil Health Centre II,1128.0,True
2023-09-01,Kokil Health Centre II,623.0,False
2023-10-01,Kokil Health Centre II,647.0,False
2023-11-01,Kokil Health Centre II,562.0,False
2023-12-01,Kokil Health Centre II,137.0,False
2024-01-01,Kokil Health Centre II,96.0,True
2024-02-01,Kokil Health Centre II,506.90909090909093,False
2023-03-01,Koro Abili Health Centre II,119.0,True
2023-04-01,Koro Abili Health Centre II,131.0,False
2023-05-01,Koro Abili Health Centre II,273.0,False
2023-06-01,Koro Abili Health Centre II,245.0,False
2023-07-01,Koro Abili Health Centre II,279.0,False
2023-08-01,Koro Abili Health Centre II,294.0,False
2023-09-01,Koro Abili Health Centre II,224.0,False
2023-10-01,Koro Abili Health Centre II,232.0,False
2023-11-01,Koro Abili Health Centre II,345.0,True
2023-12-01,Koro Abili Health Centre II,187.0,False
2024-01-01,Koro Abili Health Centre II,337.0,False
2024-02-01,Koro Abili Health Centre II,242.36363636363637,False
2023-03-01,Kotomor Health Centre III,271.0,False
2023-04-01,Kotomor Health Centre III,190.0,True
2023-05-01,Kotomor Health Centre III,628.0,False
2023-06-01,Kotomor Health Centre III,809.0,False
2023-07-01,Kotomor Health Centre III,1378.0,True
2023-08-01,Kotomor Health Centre III,763.0,False
2023-09-01,Kotomor Health Centre III,601.0,False
2023-10-01,Kotomor Health Centre III,412.0,False
2023-11-01,Kotomor Health Centre III,593.8,False
2023-12-01,Kotomor Health Centre III,473.0,False
2024-01-01,Kotomor Health Centre III,413.0,False
2024-02-01,Kotomor Health Centre III,593.8,False
2023-03-01,Kuywee Health Centre II,229.0,False
2023-04-01,Kuywee Health Centre II,208.0,False
2023-05-01,Kuywee Health Centre II,567.0,False
2023-06-01,Kuywee Health Centre II,900.0,False
2023-07-01,Kuywee Health Centre II,598.0,False
2023-08-01,Kuywee Health Centre II,1225.0,True
2023-09-01,Kuywee Health Centre II,762.0,False
2023-10-01,Kuywee Health Centre II,273.0,False
2023-11-01,Kuywee Health Centre II,520.0,False
2023-12-01,Kuywee Health Centre II,144.0,False
2024-01-01,Kuywee Health Centre II,67.0,True
2024-02-01,Kuywee Health Centre II,499.3636363636364,False
2023-03-01,Kwonkic Health Centre II,256.0,False
2023-04-01,Kwonkic Health Centre II,691.0,False
2023-05-01,Kwonkic Health Centre II,529.0,False
2023-06-01,Kwonkic Health Centre II,848.0,False
2023-07-01,Kwonkic Health Centre II,733.0,False
2023-08-01,Kwonkic Health Centre II,995.0,True
2023-09-01,Kwonkic Health Centre II,162.0,False
2023-10-01,Kwonkic Health Centre II,677.0,False
2023-11-01,Kwonkic Health Centre II,459.0,False
2023-12-01,Kwonkic Health Centre II,300.0,False
2024-01-01,Kwonkic Health Centre II,13.0,True
2024-02-01,Kwonkic Health Centre II,514.8181818181819,False
2023-03-01,Labongogali Health Centre III,82.0,True
2023-04-01,Labongogali Health Centre III,494.0,False
2023-05-01,Labongogali Health Centre III,740.0,True
2023-06-01,Labongogali Health Centre III,426.0,False
2023-07-01,Labongogali Health Centre III,163.0,False
2023-08-01,Labongogali Health Centre III,388.2,False
2023-09-01,Labongogali Health Centre III,118.0,False
2023-10-01,Labongogali Health Centre III,440.0,False
2023-11-01,Labongogali Health Centre III,569.0,False
2023-12-01,Labongogali Health Centre III,431.0,False
2024-01-01,Labongogali Health Centre III,419.0,False
2024-02-01,Labongogali Health Centre III,388.2,False
2023-03-01,Labora Clinic,54.0,False
2023-04-01,Labora Clinic,54.0,False
2023-05-01,Labora Clinic,54.0,False
2023-06-01,Labora Clinic,54.0,False
2023-07-01,Labora Clinic,54.0,False
2023-08-01,Labora Clinic,54.0,False
2023-09-01,Labora Clinic,54.0,False
2023-10-01,Labora Clinic,54.0,False
2023-11-01,Labora Clinic,54.0,False
2023-12-01,Labora Clinic,54.0,False
2024-01-01,Labora Clinic,54.0,False
2024-02-01,Labora Clinic,54.0,False
2023-03-01,Labworomor Health Centre III,323.0,False
2023-04-01,Labworomor Health Centre III,172.0,True
2023-05-01,Labworomor Health Centre III,558.0,False
2023-06-01,Labworomor Health Centre III,835.0,True
2023-07-01,Labworomor Health Centre III,623.0,False
2023-08-01,Labworomor Health Centre III,529.0,False
2023-09-01,Labworomor Health Centre III,479.0,False
2023-10-01,Labworomor Health Centre III,581.0,False
2023-11-01,Labworomor Health Centre III,716.0,False
2023-12-01,Labworomor Health Centre III,454.0,False
2024-01-01,Labworomor Health Centre III,492.0,False
2024-02-01,Labworomor Health Centre III,523.8181818181819,False
2023-03-01,Lacor Opit Health Centre III,209.0,True
2023-04-01,Lacor Opit Health Centre III,345.0,False
2023-05-01,Lacor Opit Health Centre III,370.0,False
2023-06-01,Lacor Opit Health Centre III,334.0,False
2023-07-01,Lacor Opit Health Centre III,338.0,False
2023-08-01,Lacor Opit Health Centre III,461.0,True
2023-09-01,Lacor Opit Health Centre III,382.0,False
2023-10-01,Lacor Opit Health Centre III,428.0,False
2023-11-01,Lacor Opit Health Centre III,419.0,False
2023-12-01,Lacor Opit Health Centre III,319.0,False
2024-01-01,Lacor Opit Health Centre III,227.0,False
2024-02-01,Lacor Opit Health Centre III,348.3636363636364,False
2023-03-01,Lacor-Pabbo Health Centre III,147.0,True
2023-04-01,Lacor-Pabbo Health Centre III,284.0,False
2023-05-01,Lacor-Pabbo Health Centre III,447.0,False
2023-06-01,Lacor-Pabbo Health Centre III,426.0,False
2023-07-01,Lacor-Pabbo Health Centre III,303.0,False
2023-08-01,Lacor-Pabbo Health Centre III,423.0,False
2023-09-01,Lacor-Pabbo Health Centre III,449.0,False
2023-10-01,Lacor-Pabbo Health Centre III,514.0,True
2023-11-01,Lacor-Pabbo Health Centre III,449.0,False
2023-12-01,Lacor-Pabbo Health Centre III,469.0,False
2024-01-01,Lacor-Pabbo Health Centre III,391.1,False
2024-02-01,Lacor-Pabbo Health Centre III,391.1,False
2023-03-01,Lagile Health Centre II,199.0,True
2023-04-01,Lagile Health Centre II,361.0,False
2023-05-01,Lagile Health Centre II,623.0,False
2023-06-01,Lagile Health Centre II,659.0,False
2023-07-01,Lagile Health Centre II,1107.0,True
2023-08-01,Lagile Health Centre II,678.0,False
2023-09-01,Lagile Health Centre II,459.0,False
2023-10-01,Lagile Health Centre II,414.0,False
2023-11-01,Lagile Health Centre II,447.0,False
2023-12-01,Lagile Health Centre II,296.0,False
2024-01-01,Lagile Health Centre II,213.0,False
2024-02-01,Lagile Health Centre II,496.0,False
2023-03-01,Lagot Health Centre II,296.0,False
2023-04-01,Lagot Health Centre II,125.0,True
2023-05-01,Lagot Health Centre II,493.0,False
2023-06-01,Lagot Health Centre II,785.0,False
2023-07-01,Lagot Health Centre II,564.0,False
2023-08-01,Lagot Health Centre II,723.0,False
2023-09-01,Lagot Health Centre II,620.0,False
2023-10-01,Lagot Health Centre II,883.0,True
2023-11-01,Lagot Health Centre II,340.0,False
2023-12-01,Lagot Health Centre II,414.0,False
2024-01-01,Lagot Health Centre II,448.0,False
2024-02-01,Lagot Health Centre II,517.3636363636364,False
2023-03-01,Laguti Health Centre III,384.0,False
2023-04-01,Laguti Health Centre III,370.0,False
2023-05-01,Laguti Health Centre III,616.0,False
2023-06-01,Laguti Health Centre III,587.0,False
2023-07-01,Laguti Health Centre III,806.0,False
2023-08-01,Laguti Health Centre III,597.0,False
2023-09-01,Laguti Health Centre III,487.0,False
2023-10-01,Laguti Health Centre III,380.0,False
