periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,105-EP01b. Malaria Total,105-EP01c. Malaria Confirmed (B/s and RDT Positive),105-EP01d. Malaria cases treated,105-MC04. Malaria in pregnancy,105-PS01a. Malaria Microscopy - Done,105-PS01b. Malaria Microscopy - Positive,105-PS02a. Malaria RDTs - Done,105-PS02b. Malaria RDTs - Positive,105-SS11a. Malaria Rapid Diagnostic tests - Quantity consumed,105-SS11b. Malaria Rapid Diagnostic tests - Days out of stock,105-SS11c. Malaria Rapid Diagnostic tests - Stock on hand,105-SS11d. Malaria Rapid Diagnostic tests - Quantity Expired
202304,April 2023,202304,,a4QeS81YJ8z,Olinga Health Centre II,,,409.0,409.0,409.0,,,,619.0,409.0,617.0,0.0,144.0,0.0
202304,April 2023,202304,,zfMY9GBN26I,Olung Health Centre II,,,76.0,76.0,76.0,3.0,,,186.0,76.0,186.0,0.0,2416.0,0.0
202304,April 2023,202304,,vnIPfEUR8ce,Olwal Health Centre III,,,279.0,279.0,279.0,7.0,,,768.0,321.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,llrIsQDjqka,Omee I Health Centre II,,,120.0,120.0,120.0,7.0,,,237.0,131.0,400.0,0.0,25.0,0.0
202304,April 2023,202304,,ZEEW8QXy1sS,Omel Health Centre III,,,218.0,218.0,218.0,3.0,0.0,0.0,405.0,218.0,225.0,0.0,550.0,0.0
202304,April 2023,202304,,MObVMkBVjki,Omiya Anyima Health Centre III,,,176.0,176.0,176.0,20.0,11.0,3.0,630.0,176.0,625.0,0.0,2250.0,0.0
202304,April 2023,202304,,p1eA0ghuSyR,Omiya Pacwa Health Centre II,,,123.0,123.0,123.0,5.0,,,279.0,123.0,279.0,0.0,3238.0,0.0
202304,April 2023,202304,,GzIVh9blxSN,Omot Health Centre III,,,166.0,166.0,166.0,7.0,,,423.0,166.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,du8F23WZLMw,Ongako Health Centre III,,,253.0,253.0,253.0,,10.0,4.0,593.0,253.0,875.0,0.0,1025.0,0.0
202304,April 2023,202304,,ajeoW3M1Tvm,Ongalo Health Centre II,,,75.0,25.0,25.0,1.0,,,144.0,87.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,eVHfL3dqKR5,Onudapet Health Centre II,,,272.0,272.0,272.0,,,,398.0,272.0,398.0,0.0,1925.0,0.0
202304,April 2023,202304,,JICsD1QzzeJ,Opyelo Health Centre III,,,156.0,156.0,156.0,8.0,14.0,6.0,414.0,156.0,414.0,0.0,850.0,0.0
202304,April 2023,202304,,vRuSmYiqAwZ,Oret Health Centre II,,,591.0,591.0,591.0,,,,,,600.0,0.0,5075.0,0.0
202304,April 2023,202304,,CYCMFtMgnfI,Orina Health Centre II,,,118.0,118.0,118.0,,,,250.0,118.0,250.0,0.0,5125.0,0.0
202304,April 2023,202304,,bRt4VDvHDPQ,Oroko Health Centre II,,,223.0,223.0,223.0,8.0,0.0,0.0,367.0,215.0,1025.0,0.0,775.0,0.0
202304,April 2023,202304,,auzlyXb92mq,Orom Health Centre III,,,167.0,167.0,167.0,10.0,4.0,3.0,392.0,164.0,392.0,0.0,3525.0,0.0
202304,April 2023,202304,,wHXti4lneOb,Orom-Tikau Prisons Health Centre II,,,53.0,53.0,53.0,,,,,,0.0,30.0,0.0,0.0
202304,April 2023,202304,,LjL2V3Rp6mk,Oruka Health Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,Dm4qPjNc4bc,Oryang Health Centre II,,,580.0,580.0,580.0,9.0,0.0,0.0,966.0,580.0,1075.0,0.0,3350.0,0.0
202304,April 2023,202304,,lYrwiBVHAUv,Oryang Kulu Kwach Health Centre II,,,491.0,491.0,491.0,28.0,,,639.0,491.0,650.0,0.0,3175.0,0.0
202304,April 2023,202304,,Y1aTreUsUZn,Otici Health Centre II,,,170.0,170.0,170.0,1.0,,,286.0,170.0,286.0,0.0,308.0,0.0
202304,April 2023,202304,,a2a7qNyJg9j,Otong Health Centre II,,,104.0,104.0,104.0,3.0,,,193.0,104.0,200.0,3.0,0.0,0.0
202304,April 2023,202304,,QaoM6583QZW,Otumpili Health Centre II,,,155.0,155.0,155.0,,,,,,299.0,0.0,1800.0,0.0
202304,April 2023,202304,,rnSuCabTqe3,Otwee Health Centre III,,,174.0,174.0,174.0,4.0,44.0,21.0,376.0,157.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,rYNfPnt4Wko,Pabbo Health Centre III,,,192.0,192.0,192.0,,5.0,2.0,306.0,192.0,1000.0,0.0,25.0,0.0
202304,April 2023,202304,,goyzaXgJl7C,Pabo Medical and Maternity Clinic,,,,,,,,,,,,,,
202304,April 2023,202304,,WleyUUQfJK6,Pabwo Health Centre III,,,178.0,178.0,178.0,9.0,6.0,6.0,441.0,178.0,375.0,0.0,7150.0,0.0
202304,April 2023,202304,,w9mcV8YwoKa,Pacer Health Centre III,,,136.0,136.0,136.0,3.0,,,615.0,136.0,3300.0,0.0,8600.0,0.0
202304,April 2023,202304,,awjedeMiWo3,Pacilo Health Centre II,,,298.0,298.0,298.0,7.0,,,518.0,264.0,514.0,30.0,0.0,0.0
202304,April 2023,202304,,EsyH7yKQHiP,Pader Health Centre III,,,299.0,299.0,299.0,19.0,,,,,2275.0,0.0,6650.0,0.0
202304,April 2023,202304,,ClqDZtVa7TE,Pader Maternity Home Clinic,,,,,,,,,,,,,,
202304,April 2023,202304,,Ktv5BDJekYa,Pader Police Health Centre II,,,107.0,107.0,107.0,,11.0,7.0,273.0,103.0,273.0,0.0,3729.0,0.0
202304,April 2023,202304,,wAhWIDAZWJ6,Pader Prisons Health Centre II,,,70.0,52.0,52.0,,,,70.0,51.0,0.0,0.0,200.0,0.0
202304,April 2023,202304,,H026HbOAZFN,Padibe Health Centre IV,,,347.0,347.0,347.0,1.0,18.0,8.0,630.0,339.0,630.0,0.0,625.0,0.0
202304,April 2023,202304,,K74ysFimUwH,Padibe West Health Centre III,,,362.0,362.0,362.0,18.0,,,730.0,362.0,730.0,10.0,0.0,0.0
202304,April 2023,202304,,gtVTKwveKEE,Paibona Health Centre II,,,247.0,247.0,247.0,8.0,0.0,0.0,435.0,247.0,435.0,0.0,1000.0,0.0
202304,April 2023,202304,,eSYuwIoNDh3,Paibwor Health Centre II,,,293.0,293.0,293.0,,0.0,0.0,358.0,293.0,375.0,0.0,150.0,0.0
202304,April 2023,202304,,qb4Et8MqIZt,Paicho Medical Centre,,,61.0,61.0,61.0,0.0,77.0,68.0,77.0,60.0,77.0,0.0,2168.0,0.0
202304,April 2023,202304,,RM8vegpr7j7,Paimol Health Centre III,,,86.0,86.0,86.0,,1.0,,312.0,84.0,400.0,0.0,2000.0,0.0
202304,April 2023,202304,,EUOiaQqxdtP,Paiula Health Centre II,,,602.0,602.0,602.0,11.0,,,,,1025.0,0.0,2500.0,0.0
202304,April 2023,202304,,f33lKK2tJNV,Pajimo Health Centre III,,,527.0,527.0,527.0,6.0,,,1131.0,575.0,1225.0,0.0,7175.0,0.0
202304,April 2023,202304,,QpXYf9Wb3CQ,Pajimo Military Health Centre II,,,146.0,146.0,146.0,,,,141.0,129.0,300.0,0.0,1000.0,0.0
202304,April 2023,202304,,NiSWW2k1Hqt,Pajule Health Centre IV,,,290.0,290.0,290.0,4.0,49.0,29.0,763.0,297.0,12.0,0.0,19600.0,0.0
202304,April 2023,202304,,LXZMPXTcLLr,Pajule Medical Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,gauKKklh0wL,Pakeyo Health Centre II,,,229.0,229.0,229.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,err2diilQ8C,Pakor Health Centre II,,,341.0,206.0,206.0,2.0,,,341.0,206.0,325.0,0.0,1890.0,0.0
202304,April 2023,202304,,lmi2JiLawTV,Palabek Ogili Health Centre III,,,552.0,552.0,552.0,13.0,7.0,0.0,1068.0,323.0,699.0,0.0,2625.0,0.0
202304,April 2023,202304,,aNW8E8PWwck,Palabek-Gem Health Centre III,,,444.0,444.0,444.0,6.0,3.0,1.0,771.0,443.0,771.0,0.0,1175.0,0.0
202304,April 2023,202304,,VLi163AL9A0,Palabek-Kal Health Centre IV,,,544.0,544.0,544.0,5.0,0.0,0.0,1157.0,518.0,1725.0,0.0,2150.0,0.0
202304,April 2023,202304,,xxukfjPreUj,Palenga Health Centre II,,,345.0,345.0,345.0,4.0,63.0,46.0,,,600.0,0.0,1525.0,0.0
202304,April 2023,202304,,aod4x8edzQu,Paloga Health Centre III,,,199.0,199.0,199.0,4.0,50.0,14.0,608.0,175.0,608.0,0.0,1900.0,0.0
202304,April 2023,202304,,BqmsCq2bJXK,Paluda Health Centre III,,,2117.0,2117.0,2117.0,22.0,249.0,141.0,3275.0,1982.0,3050.0,0.0,5900.0,0.0
202304,April 2023,202304,,TjOqyM8ZMii,Palukere Health Centre II,,,176.0,176.0,176.0,,,,259.0,176.0,575.0,0.0,200.0,0.0
202304,April 2023,202304,,BiL6e2ZKUCO,Palwak Health Centre II,,,134.0,134.0,134.0,15.0,72.0,26.0,134.0,108.0,167.0,0.0,52.0,0.0
202304,April 2023,202304,,zC42y3uy5hp,Pandwong Health Centre III,,,481.0,481.0,481.0,22.0,,,992.0,482.0,992.0,0.0,4325.0,0.0
202304,April 2023,202304,,fnse10SronT,Pangira Health Centre II,,,288.0,288.0,288.0,5.0,,,569.0,288.0,569.0,0.0,1350.0,0.0
202304,April 2023,202304,,GHuhd5Ob0aS,Panokrach Health Centre II,,,139.0,139.0,139.0,5.0,,,341.0,139.0,341.0,0.0,3200.0,0.0
202304,April 2023,202304,,KXgSNsSsRDy,Paraa Health Centre III,,,,,,,,,,,,,,
202304,April 2023,202304,,tvBHeHr19vb,Paraa Safari Lodge Clinic,,,2.0,2.0,2.0,,,,7.0,2.0,7.0,0.0,58.0,0.0
202304,April 2023,202304,,mYGNn9Bx0OH,Parabongo Health Centre II,,,216.0,216.0,216.0,,,,299.0,216.0,299.0,0.0,250.0,0.0
202304,April 2023,202304,,T5RAXrLQCD6,Patiko Health Centre III,,,336.0,323.0,323.0,13.0,3.0,3.0,1180.0,581.0,1225.0,0.0,6800.0,0.0
202304,April 2023,202304,,oUcwyNtRzrb,Patongo Health Centre III,,,315.0,315.0,315.0,14.0,109.0,22.0,1015.0,315.0,1015.0,0.0,4050.0,0.0
202304,April 2023,202304,,AbQGl8CrhXH,Patongo Prisons Health Centre II,,,29.0,29.0,29.0,,,,100.0,38.0,0.0,0.0,133.0,0.0
202304,April 2023,202304,,U7bVIR5Teiu,Patuda Health Centre II,,,66.0,66.0,66.0,,,,70.0,47.0,75.0,21.0,25.0,0.0
202304,April 2023,202304,,Js1aBKNVudQ,Pauma Health Centre II,,,204.0,204.0,204.0,4.0,,,333.0,203.0,333.0,0.0,1500.0,0.0
202304,April 2023,202304,,V3tE4k6mED1,Pawach Health Centre II,,,151.0,132.0,132.0,8.0,,,295.0,134.0,300.0,0.0,1175.0,0.0
202304,April 2023,202304,,NsNbvtaMOK2,Pawel Angany Health Centre II,,,199.0,199.0,199.0,3.0,0.0,0.0,304.0,199.0,425.0,30.0,2500.0,0.0
202304,April 2023,202304,,mNeUlm3SpRz,Pawel Health Centre II,,,446.0,446.0,446.0,,,,889.0,446.0,889.0,10.0,0.0,0.0
202304,April 2023,202304,,ZrUF32ffNp7,Pawidi Health Centre II,,,98.0,98.0,97.0,,,,,,200.0,0.0,101.0,0.0
202304,April 2023,202304,,PeqFGkxMSjw,Pearl Medical Centre,,,34.0,34.0,34.0,,,,,,0.0,0.0,0.0,0.0
202304,April 2023,202304,,CM43BBuBghi,Pece Awel Health Centre III,,,,,,,,,,,,,,
202304,April 2023,202304,,MRK5dHBnvSw,Pece Prisons Health Centre II,,,24.0,24.0,24.0,,,,86.0,24.0,86.0,0.0,720.0,0.0
202304,April 2023,202304,,jysVbegOvJ8,Pikwo Medical Centre Clinic,,,106.0,98.0,98.0,0.0,106.0,52.0,16.0,6.0,15.0,0.0,20.0,0.0
202304,April 2023,202304,,DCyQXcoWZw7,Pilwak Clinic (Pece),,,,,,,,,,,,,,
202304,April 2023,202304,,oA9gSEEB1qd,Piwan Medical Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,a5pTJ9dZfZV,Pogo Health Centre II,,,147.0,147.0,147.0,,2.0,0.0,104.0,43.0,0.0,0.0,850.0,0.0
202304,April 2023,202304,,thLFkOYAEEl,Porogali Health Centre II,,,383.0,383.0,383.0,3.0,0.0,0.0,526.0,383.0,526.0,0.0,1975.0,0.0
202304,April 2023,202304,,a0zKrkhl5M6,Potika Health Centre II,,,118.0,118.0,118.0,7.0,,,319.0,125.0,425.0,0.0,525.0,0.0
202304,April 2023,202304,,VGQoNrPWxFI,Pudor Health Centre II,,,190.0,190.0,190.0,,,,363.0,190.0,325.0,0.0,2000.0,0.0
202304,April 2023,202304,,UgqKAVxjbex,Pugwinyi Health Centre II,,,408.0,408.0,408.0,12.0,0.0,0.0,610.0,408.0,610.0,0.0,825.0,0.0
202304,April 2023,202304,,EutuLBY58L0,Pukony Health Centre II,,,149.0,149.0,149.0,5.0,0.0,0.0,283.0,149.0,475.0,0.0,550.0,0.0
202304,April 2023,202304,,WKobZy8pNwR,Punena Health Centre II,,,70.0,70.0,67.0,4.0,0.0,0.0,133.0,69.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,flJx2pns0FY,Puranga Health Centre III,,,459.0,459.0,459.0,11.0,29.0,13.0,786.0,427.0,1300.0,0.0,6900.0,0.0
202304,April 2023,202304,,M2Es7QYNu3D,Puranga Health Centre III,,,,,,,,,,,,,,
202304,April 2023,202304,,fZ4QbeGxt8t,Purongo Health Centre III,,,737.0,737.0,737.0,,,,1625.0,841.0,1625.0,0.0,4100.0,0.0
202304,April 2023,202304,,tGCoh0Vsdhj,Rackoko Health Centre III,,,,,,,,,,,0.0,30.0,0.0,0.0
202304,April 2023,202304,,o3GWM4VVhQy,Reproductive Health Uganda (Gulu) Health Centre II,,,12.0,12.0,12.0,,,,,,77.0,0.0,50.0,0.0
202304,April 2023,202304,,VY8NMzd0015,Robos Medical Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,emDq7VMiwIp,Romeo Health Centre II,,,136.0,136.0,136.0,,,,,,185.0,7.0,0.0,0.0
202304,April 2023,202304,,UH56sJpuPoN,Rwotobilo Health Centre II,,,162.0,162.0,162.0,11.0,0.0,0.0,244.0,162.0,243.0,0.0,1800.0,0.0
202304,April 2023,202304,,r6JsqcaIqQh,Sacred Heart Health Centre II,,,47.0,47.0,,,90.0,44.0,7.0,3.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,Tujdv27pLc6,Safe Life Clinic,,,,,,,,,,,,,,
202304,April 2023,202304,,XNgY6vmosgX,St. Andrew Health Centre II,,,316.0,316.0,316.0,10.0,,,469.0,316.0,469.0,0.0,650.0,0.0
202304,April 2023,202304,,bkDIfDrVsnC,St. Bakita Medical Centre and Maternity Home,,,27.0,12.0,12.0,,,,,,0.0,30.0,0.0,0.0
202304,April 2023,202304,,Y6HWuEiOwo8,St. Francis Health Centre II,,,52.0,52.0,52.0,1.0,,,103.0,52.0,103.0,0.0,200.0,0.0
202304,April 2023,202304,,ldVk8civU6m,St. Janani Health Centre II,,,,,,,,,,,0.0,30.0,0.0,0.0
202304,April 2023,202304,,L4eGrjEGQTN,St. Joseph Community Medical Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,g6xaEQ1fTQS,St. Joseph's Kitgum Hospital,,,130.0,130.0,130.0,3.0,454.0,80.0,443.0,94.0,425.0,0.0,2325.0,0.0
202304,April 2023,202304,,agdLbxaa0Dz,St. Luke Health Centre II,,,315.0,315.0,315.0,12.0,,,501.0,315.0,501.0,0.0,132.0,0.0
202304,April 2023,202304,,aPsvoBYxsDS,St. Mary's Hospital Lacor,,,378.0,228.0,228.0,1.0,,,,,0.0,30.0,0.0,0.0
202304,April 2023,202304,,l6Hyq52O7B1,St. Mary's Medical Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,XpSHs0t1rtF,St. Mauritz Health Centre III,,,62.0,62.0,62.0,8.0,53.0,12.0,313.0,50.0,325.0,0.0,475.0,0.0
202304,April 2023,202304,,PDrCI0KZp8c,St. Monica Health Centre II,,,45.0,45.0,45.0,3.0,321.0,46.0,130.0,2.0,130.0,0.0,275.0,0.0
202304,April 2023,202304,,kG0Pg9QsbJM,St. Nektarios Orthodox Health Centre III,,,31.0,30.0,30.0,5.0,8.0,1.0,63.0,30.0,44.0,0.0,75.0,0.0
202304,April 2023,202304,,U1ijnXGUuGE,St. Peter and Paul Health Centre III,,,35.0,35.0,35.0,,6.0,2.0,117.0,35.0,117.0,0.0,875.0,0.0
202304,April 2023,202304,,avi5fZrFoo0,St. Peters Awere Health Centre II,,,88.0,88.0,88.0,8.0,3.0,2.0,187.0,98.0,275.0,0.0,1550.0,0.0
202304,April 2023,202304,,LPJ8Gxge7ig,St. Philip Health Centre II,,,510.0,510.0,510.0,8.0,238.0,85.0,1684.0,425.0,1684.0,0.0,5000.0,0.0
202304,April 2023,202304,,bGukebSAb69,St. Phillip's Medical Clinic,,,109.0,109.0,109.0,,195.0,110.0,,,0.0,30.0,0.0,0.0
202304,April 2023,202304,,IgWKJ3pwQKT,St. Stefano Campagnolo Memorial Health Centre II,,,37.0,37.0,37.0,6.0,9.0,3.0,63.0,30.0,100.0,0.0,125.0,0.0
202304,April 2023,202304,,atGRMXTBJaA,TASO Gulu,,,6.0,6.0,6.0,0.0,3.0,0.0,64.0,6.0,0.0,30.0,0.0,0.0
202304,April 2023,202304,,CQ5zCINpLm3,Te-Ato Health Centre II,,,203.0,203.0,203.0,10.0,,,,,500.0,0.0,2275.0,0.0
202304,April 2023,202304,,I2psFCABsSs,Tegot Health Centre II,,,451.0,451.0,,1.0,,,,,600.0,0.0,1150.0,0.0
202304,April 2023,202304,,H3WUcWzPtWb,Tekulu Health Centre III,,,324.0,324.0,324.0,9.0,,,483.0,314.0,483.0,0.0,1950.0,0.0
202304,April 2023,202304,,UF0AZkzeYOC,Tekworo Medical Care,,,101.0,101.0,101.0,21.0,,,,,25.0,0.0,0.0,0.0
202304,April 2023,202304,,Fx43OzTkOmx,Todora Health Centre III,,,675.0,675.0,675.0,25.0,8.0,8.0,922.0,517.0,800.0,0.0,3125.0,0.0
202304,April 2023,202304,,IOuCAfFo6J4,Toroma Health Centre II,,,125.0,125.0,125.0,2.0,,,314.0,125.0,314.0,30.0,1800.0,0.0
202304,April 2023,202304,,zhEQbWf7vYg,Trinity Medical Clinic (Lakwana),,,,,,,,,,,,,,
202304,April 2023,202304,,mWCozaybY0V,Tumangu Health Centre II,,,259.0,259.0,259.0,5.0,,,349.0,259.0,349.0,0.0,10625.0,0.0
202304,April 2023,202304,,AQkq4eUmWyJ,Ultimate Choice Clinic,,,392.0,392.0,392.0,5.0,613.0,367.0,58.0,21.0,58.0,0.0,0.0,0.0
202304,April 2023,202304,,rigBgTrixkr,Unyama Health Centre II,,,77.0,77.0,77.0,2.0,,,99.0,77.0,0.0,0.0,1375.0,0.0
202304,April 2023,202304,,asZMKtqcAd9,Victory Medical Centre Clinic (Laroo),,,164.0,164.0,164.0,2.0,546.0,124.0,114.0,37.0,114.0,0.0,8.0,0.0
202304,April 2023,202304,,OPgM3GAJz1p,Vision Medical Centre,,,,,,,,,,,,,,
202304,April 2023,202304,,PaFDdt89chv,Wiianaka Health Centre II,,,161.0,161.0,161.0,14.0,,,224.0,168.0,300.0,0.0,1175.0,0.0
202304,April 2023,202304,,ulDAVXJxs1W,Wipolo Health Centre II,,,229.0,229.0,229.0,1.0,0.0,0.0,273.0,229.0,250.0,0.0,1375.0,0.0
202304,April 2023,202304,,qOIHRAbHyeu,Wol Health Centre III,,,252.0,252.0,252.0,,6.0,2.0,493.0,250.0,493.0,0.0,1225.0,0.0
202304,April 2023,202304,,nfcZPqAomrp,Yot Kom Health Centre III,,,59.0,59.0,59.0,5.0,370.0,74.0,454.0,51.0,454.0,0.0,1834.0,0.0
202305,May 2023,202305,,auzuV39xOTU,5th Military Division Health Centre IV,,,268.0,268.0,268.0,,503.0,192.0,203.0,115.0,0.0,0.0,75.0,0.0
202305,May 2023,202305,,b2LlvIFGc5U,AAR Gulu Clinic,,,718.0,151.0,151.0,,718.0,131.0,69.0,20.0,89.0,14.0,312.0,0.0
202305,May 2023,202305,,aGfndLfPcOz,Abilonino Health Centre II,,,204.0,204.0,204.0,4.0,,,301.0,204.0,257.0,0.0,80.0,0.0
202305,May 2023,202305,,JryqknC2SNp,Abwoch Health Centre III,,,516.0,516.0,516.0,8.0,15.0,12.0,607.0,504.0,504.0,0.0,75.0,0.0
202305,May 2023,202305,,aaEtUWpmosm,Acet Community Oriented Clinic,,,,,,,,,,,,,,
202305,May 2023,202305,,b5RkGqLLhrM,Acet Health Centre III,,,600.0,600.0,600.0,7.0,5.0,3.0,898.0,627.0,900.0,0.0,1378.0,0.0
202305,May 2023,202305,,KgFiiUmrRxI,Acholi-Bur Health Centre III,,,838.0,838.0,838.0,17.0,33.0,21.0,1199.0,838.0,2072.0,0.0,2125.0,0.0
202305,May 2023,202305,,aKoVWgIufTx,Acholpii Health Centre III,,,731.0,731.0,731.0,7.0,102.0,31.0,832.0,700.0,2806.0,31.0,0.0,0.0
202305,May 2023,202305,,wLkwoyLOOZe,Acuru Health Centre II,,,540.0,540.0,540.0,22.0,,,677.0,540.0,700.0,0.0,875.0,0.0
202305,May 2023,202305,,FvewOonC8lS,Adilang Health Centre III,OU_01,,751.0,751.0,751.0,14.0,20.0,8.0,1268.0,743.0,1250.0,0.0,2225.0,0.0
202305,May 2023,202305,,CkUZza1MI3Y,Agonga Karine Community Health Centre II,,,140.0,140.0,140.0,13.0,139.0,89.0,55.0,28.0,100.0,0.0,100.0,0.0
202305,May 2023,202305,,tvKjvN8d4rR,Agoro Health Centre III,,,936.0,936.0,936.0,0.0,218.0,101.0,1290.0,765.0,1464.0,30.0,0.0,0.0
202305,May 2023,202305,,GHx4dLfIox3,Akilok Health Centre II,,,278.0,278.0,278.0,,,,559.0,278.0,925.0,0.0,2250.0,0.0
202305,May 2023,202305,,aWMoXZucGiV,Akuna Laber Health Centre III,,,602.0,602.0,602.0,22.0,1.0,1.0,1475.0,602.0,1475.0,0.0,4200.0,0.0
202305,May 2023,202305,,QgpawnbKpCj,Akurumor Health Centre II,,,36.0,36.0,36.0,2.0,,,47.0,36.0,47.0,0.0,2478.0,0.0
202305,May 2023,202305,,pkhPSHZSnr3,Akworo Health Centre III,,,4347.0,4347.0,4347.0,44.0,129.0,52.0,5968.0,2363.0,6150.0,0.0,200.0,0.0
202305,May 2023,202305,,EPyMwPkmKPx,Alero Health Centre III,,,670.0,670.0,670.0,26.0,,,1425.0,802.0,1300.0,0.0,1500.0,0.0
202305,May 2023,202305,,SFDIr8urO72,Alim Health Centre II,,,553.0,553.0,553.0,5.0,0.0,0.0,0.0,0.0,675.0,0.0,3950.0,0.0
202305,May 2023,202305,,YLwAhOTWHrQ,Alokolum Health Centre II,,,388.0,388.0,388.0,11.0,,,,,620.0,0.0,1700.0,0.0
202305,May 2023,202305,,pUeR6j03GhJ,Alop Health Centre II,,,509.0,509.0,509.0,22.0,,,,,665.0,0.0,3800.0,0.0
202305,May 2023,202305,,DEr5sDrC7T2,Amilobo Health Centre II,,,375.0,375.0,375.0,9.0,0.0,0.0,451.0,376.0,500.0,0.0,5800.0,0.0
202305,May 2023,202305,,UJ0t5BYVpBM,Amuru Health Centre II,,,67.0,67.0,67.0,,,,142.0,67.0,142.0,0.0,125.0,0.0
202305,May 2023,202305,,aFgrVHVDqoZ,Amuru Lacor Health Centre III,,,436.0,436.0,436.0,31.0,558.0,321.0,373.0,238.0,0.0,30.0,0.0,25.0
202305,May 2023,202305,,aqCLIBUuDgw,Amuru Prisons Health Centre II,,,11.0,11.0,11.0,,,,20.0,11.0,20.0,10.0,0.0,0.0
202305,May 2023,202305,,DjuTQL7H5ck,Amyel Health Centre II,,,311.0,311.0,311.0,10.0,,,483.0,311.0,525.0,0.0,800.0,0.0
202305,May 2023,202305,,PgRLMNQdejC,Anaka General Hospital,,,835.0,835.0,835.0,25.0,701.0,203.0,708.0,187.0,1725.0,0.0,12300.0,0.0
202305,May 2023,202305,,bLzMzz5fzGQ,Anaka Health Centre II,,,538.0,538.0,538.0,19.0,,,783.0,538.0,783.0,0.0,200.0,0.0
202305,May 2023,202305,,ygTUi4HvPHJ,Angagura Health Centre III,,,700.0,700.0,700.0,1.0,10.0,2.0,1105.0,691.0,1105.0,0.0,9900.0,0.0
202305,May 2023,202305,,P2sdfoxH0a7,Angaya Health Centre III,,,550.0,550.0,550.0,,12.0,9.0,842.0,541.0,842.0,0.0,3400.0,0.0
202305,May 2023,202305,,LFkCyiudO0u,Angole Health Centre II,,,575.0,575.0,575.0,9.0,0.0,0.0,643.0,575.0,643.0,0.0,7425.0,0.0
202305,May 2023,202305,,VomjjgKAFjr,Apaa Health Centre II,,,,,,,,,,,0.0,30.0,0.0,0.0
202305,May 2023,202305,,MT5KksXURUZ,Aparanga Health Centre II,,,520.0,387.0,387.0,5.0,,,,,1300.0,0.0,1300.0,0.0
202305,May 2023,202305,,mG8iTKOSCCi,Apyeta Health Centre II,,,410.0,410.0,410.0,9.0,,,453.0,315.0,599.0,0.0,175.0,0.0
202305,May 2023,202305,,SkWkhr3XlQR,Aswa Ranch Health Centre II,,,443.0,443.0,443.0,16.0,0.0,0.0,0.0,0.0,671.0,0.0,1166.0,0.0
202305,May 2023,202305,,SF33CGHTeUn,Atanga Health Centre III,,,708.0,708.0,708.0,72.0,63.0,25.0,1106.0,785.0,925.0,0.0,12375.0,0.0
202305,May 2023,202305,,i5CDWEBfo9n,Atiak Health Centre IV,,,544.0,544.0,544.0,,1075.0,579.0,,,0.0,30.0,0.0,0.0
202305,May 2023,202305,,Z1dfGmIoSeF,Awach Health Centre IV,,,519.0,519.0,519.0,6.0,11.0,5.0,1291.0,662.0,2250.0,0.0,4450.0,0.0
202305,May 2023,202305,,XdXAfIaLuld,Awer Health Centre II,,,296.0,296.0,296.0,3.0,,,429.0,286.0,429.0,0.0,425.0,0.0
202305,May 2023,202305,,arbBXd1KN8n,Awere Health Centre III,,,1125.0,1125.0,1125.0,30.0,42.0,24.0,1477.0,1116.0,1450.0,0.0,14075.0,0.0
202305,May 2023,202305,,uhK5lYkfbvk,Awich Health Centre III,,,1489.0,1489.0,1486.0,27.0,22.0,19.0,2381.0,1475.0,3650.0,0.0,500.0,0.0
202305,May 2023,202305,,zardxfXWmkO,Awoo Health Centre III,,,129.0,129.0,129.0,20.0,,,250.0,129.0,250.0,27.0,0.0,0.0
202305,May 2023,202305,,aE0Yzd3YZQ9,Aywee Health Centre III,,,561.0,560.0,560.0,9.0,56.0,27.0,1210.0,533.0,1210.0,0.0,7006.0,0.0
202305,May 2023,202305,,aKP6B0Z5nbZ,Bardege Health Centre III,,,370.0,370.0,370.0,,9.0,6.0,952.0,371.0,1000.0,0.0,6125.0,0.0
202305,May 2023,202305,,N00TPmBoIls,Bibia Health Centre III,,,465.0,465.0,465.0,14.0,,,,,0.0,30.0,0.0,0.0
202305,May 2023,202305,,aGQqkkQQzXc,Binya Health Centre III,,,260.0,260.0,260.0,,,,,,375.0,31.0,0.0,0.0
202305,May 2023,202305,,UDIcZADBS92,Bira Health Centre II,,,383.0,383.0,383.0,,,,405.0,,405.0,7.0,0.0,0.0
202305,May 2023,202305,,ifmbldJaNrM,Bmj Medical Clinic,,,21.0,21.0,21.0,,,,,,0.0,31.0,0.0,0.0
